TWEETID		DATE	TWEET	USERID	ACTIVIT0 (0/1/0)	ACTIVITY	POS tag	CORRECT			
20963339400	vanavond	2010-08-12 10:00:00	@Robbertwolter thx. als je kunt bel vanavond na 8 eens :)	21906468	1						
20966232083	vanavond	2010-08-12 11:00:00	@xroow ik bel je dalijk nog wel over vanavond	155956510	1						
20966234546	vanavond	2010-08-12 11:00:00	jakkie geen leuke dag, naar dieetist ding en werken vanavond geeeeeen zin, ik wil op vakantie!	120867790	0	werken zin	WW(inf,vrij,zonder) N(soort,ev,basis,zijd,stan)	0.25			
20966243511	vanavond	2010-08-12 11:00:00	Wegens groot lichamelijk onderhoud vanavond voor mij geen Koopavondborrel :-)	133215484	1						
20966244415	vanavond	2010-08-12 11:00:00	Laatste twee dagen knallen bij @octopusagents. Dingen afwerken! Vanavond gaan @dionverbeek @marseldelsin en ik trouwens classy uit eten.	25485299	0	uit eten	VZ(fin) WW(inf,vrij,zonder)	1			
20966249948	vanavond	2010-08-12 11:00:00	@Lennartajax top, zal ik jullie vanavond sms sturen, hoelaat?	160516915	0	sms sturen	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
20969339251	vanavond	2010-08-12 12:00:00	Vanavond stappen? Bij het Vliegende Paard heb je al een cocktail voor 4 euro!	24786772	1						
20969341516	vanavond	2010-08-12 12:00:00	Ik ben niet zo'n vis eter, vanavond naar de sho?	176043440	1						
20969351297	vanavond	2010-08-12 12:00:00	"@Speljr lief dat je aan me dacht dan\
\
Maar sorry man vanavond beter"	140489309	1						
20969362907	vanavond	2010-08-12 12:00:00	Voor wie nog iets te wensen heeft; Vanavond/vannacht veel vallende sterren te zien tijdens de sterrenregen!	17117724	1						
20969367754	vanavond	2010-08-12 12:00:00	RT @bananaz90: wie gaat er uit vanavond? Ik Paradiso :)	48687350	0	bananaz90 uit	N(soort,ev,basis,zijd,stan) VZ(fin)	0.25			
20973021250	vanavond	2010-08-12 13:00:00	Met de minuut word ik beroerder #bahbah word niet weg vanavond	102139801	1						
20973042198	vanavond	2010-08-12 13:00:00	@Cecarolien doe toch maar vanavond, loop nog even naar winkelcentrum aangezien ik boek moet posten, tot vanavond!	130232607	1						
20973073174	vanavond	2010-08-12 13:01:00	@onlineMevents en @sabinedewitte en @marjolein vanavond komt @superswyper114 om verslag te doen van #afterwork #Swype	171141652	1						
20973084017	vanavond	2010-08-12 13:01:00	Ik wil vanavond naar de bios.. Iemand tip? #durftevragen	93407968	0	naar bios	VZ(init) N(soort,ev,basis,zijd,stan)	1			
20973091854	vanavond	2010-08-12 13:01:00	RT @puur: Vanavond gaat het online...boot is vrij!!! ... voor twitteraars en vrienden van. Gaat leuk worden... #22aug #SAIL #bootvoltwit ...	27474680	1						
20977173657	vanavond	2010-08-12 14:00:00	@gerda_faber Hee! Wat leuk. Maken jullie daar ook foto's van vanavond? En zo ja, kun je mij dat vanavond mailen? Misschien wat voor krant!	132629227	1						
20977184416	vanavond	2010-08-12 14:00:00	vanavond nog even naar de kat van dinnetje lopen en binnen laten en dan weer naar huis!	24687346	0	naar kat	VZ(init) N(soort,ev,basis,zijd,stan)	1			
20977201413	vanavond	2010-08-12 14:00:00	Shit. Ik heb nog geen plannen voor vanavond. Kan dus zomaar zijn dat ik word overgehaald toch maar weer te gaan zuipen. Aiaiai.	69398866	1						
20977203667	vanavond	2010-08-12 14:00:00	@Djspare Vergeet je nou niet iets? Anders zit je vanavond weer zonder ;-)	42410362	1						
20977226984	vanavond	2010-08-12 14:00:00	Ik denk dat ik vanavond maar eens vroeg onder de wol kruip!! Ben nu al dood op!	24687346	0	vroeg wol	ADJ(vrij,basis,zonder) N(soort,ev,basis,zijd,stan)	0			
20981695085	vanavond	2010-08-12 15:00:00	@struinen Yup. Dat soort amok. Ik zal er vanavond een stuk van maken voor Artikel7. Kijken wat we er van maken.	105889980	0	maken artikel7	WW(inf,vrij,zonder) N(soort,ev,basis,zijd,stan)	0			
20981702733	vanavond	2010-08-12 15:00:00	Het gaat zo regenen pfff geen vuurwerkshow voor mij vanavond #viesweerbah	100513416	1						
20981706830	vanavond	2010-08-12 15:00:00	Vanavond drankje met @MarjoleinNap en familie bij #tfb Gezellig!	18288323	0	tfb gezellig	N(soort,ev,basis,zijd,stan) ADJ(vrij,basis,zonder)	0			
20981717762	vanavond	2010-08-12 15:00:00	Vanavond de fotoshoot met de Rockoma 'Gonny'. Leren jasje, Flying-V gitaar, zonnebril.....Ben benieuwd!	110693804	1						
20981719017	vanavond	2010-08-12 15:00:00	dqt wordt vanavond weer geen meteorieten kijken	9085732	1						
20986178039	vanavond	2010-08-12 16:00:00	Vanavond boodschappen doen en meidenfilm kijken met Esmee!	116174365	0	meidenfilm kijken	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	0.75			
20986195526	vanavond	2010-08-12 16:00:00	Verdomme, heb ik daarvoor vandaag al die koolhydraten weggewerkt, om ze vervolgens niet te kunnen gebruiken vanavond, omdat het gaat hozen	61164769	1						
20986200796	vanavond	2010-08-12 16:00:00	vanavond filmpje kijken met Max. & zin hebben in zaterdag! @  verhoefbelt	168519841	0	filmpje kijken	N(soort,ev,dim,onz,stan) WW(inf,vrij,zonder)	1			
20986209784	vanavond	2010-08-12 16:00:00	@WendyGrouve helaas kan vanavond niet spinnen... ouders komen bij ons voor de Boeskool...	47074638	0	wendygrouve spinnen	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	0			
20986217604	vanavond	2010-08-12 16:00:00	Vanavond 'Speed' op tv.. Een vd weinige films die ik ooit zag en ik vond m nog goed ook..	25977131	1						
20990507388	vanavond	2010-08-12 17:00:00	"Vanavond op televisie: The wedding date: Beschrijving:\
Kat Ellis keert terug naar het huis van haar ouders in Lond... http://bit.ly/bl0qvu"	156783029	1						
20990508749	vanavond	2010-08-12 17:00:00	Zo en vanavond interland: marokko - nederland te utrecht #zwaluwenvrc #potjemoezijn	81892741	1						
20990509719	vanavond	2010-08-12 17:00:00	@Raoelle; indeeeed. Maar ik heb er geen spijt van, want het was een geweldige film :D. Well. vanavond Grease.. ^^	141630522	1						
20990514528	vanavond	2010-08-12 17:00:00	Het zal een hele zwoele zomeravond worden vanavond. Ook al werkt moedernatuur niet echt mee. :S	107018868	1						
20990533341	vanavond	2010-08-12 17:00:00	"zo werk zit er weer op nu gezellie doen tegen mama wand ze is jarig 
\
veder vanavond denk ik niet zo veel  @ thuis"	47109168	1						
20994454610	vanavond	2010-08-12 18:00:00	Vanavond Perseïdenregen! Bij wolkenloze hemel echt even naar boven kijken vanavond!	14613328	1						
20994457931	vanavond	2010-08-12 18:00:00	"Kijk vanavond om 20:30 naar de Film \Switch\"" op RTL 8 - http://bit.ly/ay4U18 #film"""	31713761	1						
20994459315	vanavond	2010-08-12 18:00:00	En hupsakee, duurloop van 12 km vanavond. Ben benieuwd hoe het gaat! #damloop	3700391	0	duurloop km	N(soort,ev,basis,zijd,stan) SPEC(symb)	1			
20994461545	vanavond	2010-08-12 18:00:00	Vanavond weer weg:) dat wordt weer niet slapen PPppffff ben nu al gesloopt wordt een lange avond	172353253	0	slapen ppppff	WW(inf,vrij,zonder) ADJ(vrij,basis,zonder)	0			
20994472719	vanavond	2010-08-12 18:00:00	Ouders doen stom. Mag niet eens met de auto naar Woerden vanavond terwijl dat 10 km verderop is, en ik precies de weg weet.	42682255	1						
21049264168	vanavond	2010-08-13 09:00:00	Vanavond begint het seizoen van RKC in Eindhoven! Heb er zin an!	21682831	1						
21049266300	vanavond	2010-08-13 09:00:00	vanavond verjaardag mam, filmpie pakken en ff tilly in, en dat op vrijdag de 13e, das vragen om moeilijkheden natuurlijk. @ waalwijk,	125965626	0	 verjaardag mam	[u'N(soort,ev,basis,zijd,stan)', u'N(soort,ev,basis,zijd,stan)']	1			
21049268198	vanavond	2010-08-13 09:00:00	klaarwakker. maar douchen enzo. vanmiddag chillin' with ilona&renaldo en vanavond werken van half 5 tot Sluit, hell no @De3linden	146173103	0	half sluit	ADJ(vrij,basis,zonder) WW(pv,tgw,ev)	0			
21049272815	vanavond	2010-08-13 09:00:00	RT @Revelinni: @JoeriWeel verkopen jullie die nieuwe vapors?? - zie je tweet nu pas man haha, ik zal ffe kijken voor je vanavond	98180373	0	zal kijken	WW(inf,vrij,zonder) BW(vanavond)	0.75			
21049275123	vanavond	2010-08-13 09:00:00	@MarloMagan gewoon een dagje werken en vanavond naar het vuurwerkfestival in Scheveningen	173539837	0	vuurwerkfestival scheveningen	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
21051986612	vanavond	2010-08-13 10:00:00	Vanavond op televisie: ... Check aanvangstijden op http://mrmovie.nl	6614062	1						
21051993308	vanavond	2010-08-13 10:00:00	Was nog ff gaan liggen, nu douche enzo strax A.dam with cousine and friends. Vanavond @ feest van Anjelica.	149818768	0	feest anjelica	N(soort,ev,basis,onz,stan) N(soort,ev,basis,zijd,stan)	1			
21052005899	vanavond	2010-08-13 10:00:00	Nog een week voor #LL10 en vanavond #LC, vd week Goldfrapp. Doe me dit niet aan please!!!	14641833	1						
21052016838	vanavond	2010-08-13 10:00:00	@wernerstb Leuk dat jullie aandacht besteden aan #thebulldog Vandaag alweer de 5e opnamedag. Tot vanavond op de radio!	25663963	1						
21052017071	vanavond	2010-08-13 10:00:00	Ik ben gelijk sexspeeltjes gaan kopen in de stad om haar vanavond mee te verassen. http://bit.ly/bi07tb #seksverhaal #sexverhaal #seks #sex	173516163	0	kopen stad	WW(inf,vrij,zonder) N(soort,ev,basis,zijd,stan)	0.5			
21054878186	vanavond	2010-08-13 11:00:00	Even Iris naar Anna brengen en dan flink aan de warming-up voor vanavond, er moet even een team vet verslagen worden. Go Erik, go Erik!	177856824	1						
21054883957	vanavond	2010-08-13 11:00:00	zaterdag eindelijk verhuizen, vanmiddag eerst borrel met (oud-)collega's en vanavond nog een feestje	155513967	0	borrel oud	N(soort,ev,basis,zijd,stan) ADJ(vrij,basis,zonder)	0.25			
21054896687	vanavond	2010-08-13 11:00:00	@justmeLiane He Sjaak afhaak! Vanavond ga je dus ook naar muzieknacht? Gezellig!	142063523	1						
21054897491	vanavond	2010-08-13 11:00:00	RT @Haotje: Vanavond ILA, straks nog ff langs @K_pluss & @BaoNWow,&gt; ik ben niet thuis hoor ik moet 4 uur werken!	88432142	1						
21054898839	vanavond	2010-08-13 11:00:00	iedereen weer aan t kankere.. klooteweer.. boze moeder.. persee mee naar opa en oma maar ik godverdome zuipen vanavond niet naar die ouwe!!	176142707	1						
21058043116	vanavond	2010-08-13 12:00:00	geen zin om vanavond te werken	26505634	1						
21058043352	vanavond	2010-08-13 12:00:00	zo ff voetballen en vanavond breng ik een bezoek aan mijn opa en oma !	87772631	0	bezoek opa	N(soort,ev,basis,onz,stan) N(soort,ev,basis,zijd,stan)	0.5			
21058048626	vanavond	2010-08-13 12:00:00	Vanavond DJ Travolta! Met muziek uit de jaren '80, '90 en '00! En een paar plaatjes uit de huidige top 40.	24786772	1						
21058053065	vanavond	2010-08-13 12:00:00	#FF mezelff @Dolcefarnientes want vanavond mijn #spiegelfoto En dat wil je toch niet missen?	95862219	1						
21058069518	vanavond	2010-08-13 12:00:00	Dus als ik vanavond mijn usb-stick vergeet hebben we geen @055fm. #verantwoordelijkheid	19298582	1						
21061712525	vanavond	2010-08-13 13:00:00	Voor meer informatie over het programma van vanavond hou de site in de gaten. Www.Vakantiespel.com	104115567	1						
21061724804	vanavond	2010-08-13 13:00:00	Shit hé. Ik vind het niet chill als het vanavond gaat regenen in Woerden. Komt denk ik doordat we niet in een tent staan.	88989650	1						
21061727098	vanavond	2010-08-13 13:00:00	Vanavond rikiting tilburg, heb geen vervoer naar Cs. --''	106070194	1						
21061738570	vanavond	2010-08-13 13:00:00	Op 2 juni wist Lucky Ajax nog te winnen van GJS uit Gorinchem. Heukelum1 moet ze dus kunnen pakken vanavond #heuajx	47418702	1						
21061743938	vanavond	2010-08-13 13:00:00	Maby @Essie_Estella  als er meerdere komen ? why not #twitterfeestje tweeps komen jullie vanavond een virtueel biertje halen?	177535987	1						
21065961738	vanavond	2010-08-13 14:00:00	Ik ben vanavond rond half negen bij de toekomstige sama president	166936073	0	sama president	N(soort,ev,basis,onz,stan) N(soort,ev,basis,zijd,stan)	0			
21065965279	vanavond	2010-08-13 14:00:00	Waar of wat zal ik vanavond eens gaan eten. Henriette & Robin lopen nog te shoppen in Scheveningen #voelmealleen	82110041	1						
21065969579	vanavond	2010-08-13 14:00:00	Koken voor vrienden vanavond; toppunt van gezelligheid	115622998	0	koken vrienden	WW(inf,vrij,zonder) N(soort,mv,basis)	0.5			
21066008834	vanavond	2010-08-13 14:00:00	@robertspeckmann Het wordt nog leuker. Wordt begeleid op gitaar en mondharmonica. Tot vanavond heerlijke line up	67887247	1						
21066011225	vanavond	2010-08-13 14:00:00	Nog 2 uurtjes en dan heerlijk naar huis, heb al zin in vanavond.	141392979	1						
21070655698	vanavond	2010-08-13 15:00:00	hoeveel kids zijn het vanavond weer..? @sporting trigon	99267966	1						
21070665929	vanavond	2010-08-13 15:00:00	#FollowFriday Volg de boy's van @Roomkaas en weet wat je vanavond mis als je geen kaartjes heb! Slaaaaappeeerrdsss	47596644	1						
21070668626	vanavond	2010-08-13 15:00:00	RT @KEIZBABY: RT @Mittz01: RT @ivkoter: Vnvnd 19:00 tot 20;30 @mittz01 @joshua23 @KEIZBABY by funX radio als je niet luistert ben je een ...	115779016	1						
21070682959	vanavond	2010-08-13 15:00:00	Vanavond met mijn schatje @AnneVanDoorn naar de bios :)	176779942	0	naar bios	VZ(init) N(soort,ev,basis,zijd,stan)	1			
21070687288	vanavond	2010-08-13 15:00:00	@xmelissa4 nee dat word dan niet wat !! Jij een beetje zin in vanavond ? #herdersfeest	67128930	1						
21075345801	vanavond	2010-08-13 16:00:00	"Vanavond vanaf uurtje of 8 een zanger op de tennisbaan.\
Henk schijnt top te zijn...."	18265687	1						
21075373574	vanavond	2010-08-13 16:00:00	RT @isberta: Kom we gaan naar de overkant @Bruyan » Hahaha vanavond gaan we naar de overkant!	67484626	0	ha gaan	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	0			
21075381122	vanavond	2010-08-13 16:00:00	@rogierzimmer ben je vanavond nog in 020?	39464721	1						
21075384288	vanavond	2010-08-13 16:00:00	Vanavond naar Inception #pathe, ik ben benieuwd http://www.pathe.nl/film/6004/inception/	26803792	0	naar inception	VZ(init) SPEC(vreemd)	1			
21075393539	vanavond	2010-08-13 16:00:00	@marbak71 vanavond feestje, morgen Loveland en zondag naar Duitsland.. Een goed gevuld weekend dus ;) jij nog plannen?	15948871	0	marbak71 feestje	SPEC(symb) N(soort,ev,dim,onz,stan)	0.25			
21079915061	vanavond	2010-08-13 17:00:00	Amsterdam was nice met mijn poepie! Vanavond lekker feestje doen met al mijn liefjes &lt;3.	123989542	0	feestje liefjes lt	N(soort,ev,dim,onz,stan) N(soort,mv,dim) WW(pv,tgw,met-t)	0.5			
21079920051	vanavond	2010-08-13 17:00:00	Idd topavond vp RT @jacobinevw: Even tukkie doen...vanavond weer het plein op met 3 vriendinnen! Gister was TOP!	58935299	0	plein vriendinnen	N(soort,ev,basis,onz,stan) N(soort,mv,basis)	0.5			
21079922788	vanavond	2010-08-13 17:00:00	En nou vanavond NIET je koptelefoon uit het raam gooien @gerardekdom #ekstraweekend	56628260	1						
21079924497	vanavond	2010-08-13 17:00:00	RT @Ninomusic: Volgens mij ben ik vanavond live te vinden in adam?// ???	38110756	1						
21079925778	vanavond	2010-08-13 17:00:00	Vanavond feest bij @Pluisje1982, morgenvroeg  golfen met @dlnco.  Morgenavond uit eten. Leuke vooruitzichten voor dit weekend!	44879733	0	feest pluisje1982	N(soort,ev,basis,onz,stan) SPEC(symb)	1			
21084042962	vanavond	2010-08-13 18:00:00	"Kijk vanavond om 20:30 naar de Film \Buffy the vampire slayer\"" op RTL 8 - http://bit.ly/9tm3Jy #film"""	31713761	1						
21084061302	vanavond	2010-08-13 18:00:00	jezuschristus.. net bij opa en oma gegeten, stampvol nu. In ieder geval een goeie bodem voor vanavond feest van Mats zijn pa. later!	102968385	1						
21084094701	vanavond	2010-08-13 18:00:00	@ageversluis neem je telefoon eens op of tweet terug, wat doen we vanavond?	108070288	1						
21084100847	vanavond	2010-08-13 18:00:00	Is vanavond nou al 1e live show van holland's got talent, of nog zo'n auditie dag waar ze van mensen die doorwaren nog gaan kiezen?	91795051	1						
21084100935	vanavond	2010-08-13 18:00:00	Wat zal ik kijken vanavond popstars of holland's got talent ?	112470622	1						
21136989191	vanavond	2010-08-14 09:00:00	Springt op fiets en raced naar de stad... Daarna ff lunse met 'n dinnetje, om vervolgens vanavond te eten & zupen met @BiancadenBesten	167264390	1						
21137003345	vanavond	2010-08-14 09:00:00	lekker fris,  vanavond denk ik nog maar een douche ;d ugh nu zo schoonmaken :)	78020600	0	 douche	[u'N(soort,ev,basis,zijd,stan)']	1			
21137023253	vanavond	2010-08-14 09:00:00	Lekker bij mijn tante in de tuin in Zeeland. Heerlijk weer. En vanavond BBQ! :-)	19309629	0	 bbq	[u'ADJ(vrij,basis,zonder)']	1			
21137025370	vanavond	2010-08-14 09:00:00	RT @shirrrr: @Moeke73 ohhhh wat erg..  jeps... En we vluchten nu weer... Tot later... // haha nou we gaan het zien straks! Tot vanavond!	25157010	1						
21137028508	vanavond	2010-08-14 09:00:00	Aan t werk bij Esprit, Hoofddorp! Lekker moe! Vanavond blijft Clairetje lekker eten!:-)	159174033	0	clairetje eten	N(soort,ev,dim,onz,stan) WW(inf,vrij,zonder)	0.5			
21139426916	vanavond	2010-08-14 10:00:00	"@CherishDelight1 ja super, die sher geplaatst heeft zijn ook cool en het review!\
ik ben nu off voor vandaag, alleen vanavond nog effe!"	37457699	1						
21139433927	vanavond	2010-08-14 10:00:00	Vanavond bij Janique slapen, en skaten.:| zooo, dat wordt nog wat.	133363093	0	janique slapen	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	0.5			
21139437516	vanavond	2010-08-14 10:00:00	wie gaat mee naar de film vanavond?	87297494	1						
21139448022	vanavond	2010-08-14 10:00:00	@Sharr2403 Al wakker dronken dropje? vanavond weer een potje kingzen hahahaha	118781664	0	potje kingzen	N(soort,ev,dim,onz,stan) N(soort,mv,basis)	1			
21139458983	vanavond	2010-08-14 10:00:00	Zometeen naar wilhelminaplein, turndemo van @shaaaaaaaar =D Daarna nog ff kermis enzo met @xxwanda & vanavond losss met iedereen I hope	78946165	0	xxwanda losss	N(soort,ev,basis,zijd,stan) SPEC(vreemd)	0			
21141936878	vanavond	2010-08-14 11:00:00	Even een happie eten en vanmiddag en vanavond naar Coevorden voor de Sportverkiezingen aldaar! Morgen rondom de Bult van Usquert :-)	105107895	0	naar coevorden	VZ(init) N(soort,mv,basis)	1			
21141945613	vanavond	2010-08-14 11:00:00	Ik moet me tas ook nog inpakken , voor vanavond @chantay en voor morgen tot woensdag @andijk #zinnn	108019753	1						
21141947019	vanavond	2010-08-14 11:00:00	Vanmiddag kussengevecht en veel Lego op de Groenmarkt! Vanavond Ralf, Jaap en Xander. #zfgorcum	52714766	1						
21141949961	vanavond	2010-08-14 11:00:00	My god vanavond ook nog draaien na Loveland in club Home. #lifeofarockstar	55973843	0	god draaien	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	0			
21141960349	vanavond	2010-08-14 11:00:00	"Gaat zo vast beginnen met de bloemetjes binnen zetten (?) Opbouw voor THE DAISY AGE! Vanavond weer vanaf 23:00. \put a flower in your hair\"""""	73365520	1						
21144598241	vanavond	2010-08-14 12:00:00	Vanavond weer een dikke disco in Het Vliegende Paard. Vanaf 23:00 uur een live dj die de leukste plaatjes draait!	24786772	1						
21144615076	vanavond	2010-08-14 12:00:00	Bootje, zonnetje & Friese meren is altijd topcombinatie! Vanavond anker uit en BBQ aan! #lekkerweekend #ontspanning	54157327	0	uit bbq	VZ(init) N(soort,ev,basis,zijd,stan)	0.25			
21144619363	vanavond	2010-08-14 12:00:00	Laatste repetitie ging goed. Vanavond 21.00 uur spelen op het spieringfestival in Muiden. Erg veel zin in!	29176605	0	spelen spieringfestival	WW(inf,vrij,zonder) N(soort,ev,basis,onz,stan)	0.5			
21144620126	vanavond	2010-08-14 12:00:00	Vanavond heerlijk genieten van hamburgers en worst van de BBQ!! Vermoedelijk gepaard met bier of Cola. Heerlijk genieten op zaterdag.	45167979	0	hamburgers worst	N(soort,mv,basis) N(soort,ev,basis,zijd,stan)	0			
21144624289	vanavond	2010-08-14 12:00:00	Zo naar centraal met jur&jor en vanavond eventjes werken!	30248152	0	jor werken	ADJ(vrij,basis,zonder) N(soort,mv,basis)	0			
21147747543	vanavond	2010-08-14 13:00:00	@GinoLeandro soow echt ik ga vanavond die kantt op tot maandagnacht	167805155	0	ginoleandro soow	SPEC(deeleigen) N(soort,ev,basis,zijd,stan)	0			
21147749821	vanavond	2010-08-14 13:00:00	RT @coccinellex: Terug van een super dagje Gaia, Valkenburg en Berg! ? ja was het leuk? Ook zin in vanavond?	112759677	1						
21147757969	vanavond	2010-08-14 13:00:00	@thijsvangiezen hoop het voor je. Ik pak hem vanavond wel ;)	22827844	1						
21147764153	vanavond	2010-08-14 13:00:00	vanavond wil ik gewoon rustig een film kijken thuis samen met iemand	70503147	0	film kijken	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
21147779008	vanavond	2010-08-14 13:00:00	@ilseh1983 ik ook....vanavond naar Gili...hopelijk ben ik wat beter tegen dan	19500016	0	naar gili	VZ(init) N(soort,ev,basis,zijd,stan)	1			
21151427905	vanavond	2010-08-14 14:00:00	Gaat vanavond ballonnen kijken en hoopt dat de regen uit blijft!	161715313	0	ballonnen kijken	N(soort,mv,basis) WW(inf,vrij,zonder)	1			
21151429553	vanavond	2010-08-14 14:00:00	vanavond weer eens naar az #zewordenzoiezokampioen	153049402	0	naar az	VZ(init) SPEC(deeleigen)	1			
21151431009	vanavond	2010-08-14 14:00:00	Heeerlijk zo'n burgerlijke zaterdag! Boodschappen, wassen, nu lekker borrelen bij Fuiks, en vanavond pannenkoeken bakken!	77582121	0	pannenkoeken bakken	N(soort,mv,basis) WW(inf,vrij,zonder)	1			
21151431880	vanavond	2010-08-14 14:00:00	Vanavond trouwens stappen. Niet echt in the mood,maar komt vanzelf wel na een paar wijntjes i guess..	26974669	0	 stappen	[u'WW(inf,vrij,zonder)']	1			
21151434719	vanavond	2010-08-14 14:00:00	@GielBlankestijn Ha ha ha.. heb vanavond wel wat beters te doen.. bier drinken @ café de violier bijvoorbeeld..	27433365	1						
21155594989	vanavond	2010-08-14 15:00:00	@esmeeblanken neeinn, ik heb bij mn tante dat gemaakt;p hahahahahhaah maar ik ben vanavond weer terug	73948823	1						
21155614169	vanavond	2010-08-14 15:00:00	vanavond ook gelijk afscheid nemen van neefjes en nichtjjes die ik niet meer zie	149289245	0	afscheid nemen	N(soort,ev,basis,onz,stan) WW(inf,vrij,zonder)	1			
21155623358	vanavond	2010-08-14 15:00:00	@ST3Fje (nog / alvast) gefeliciteed!! Heel veel plezier dan vanavond. En morgen...	23799783	1						
21155625655	vanavond	2010-08-14 15:00:00	RT @MalouMetzlar: Ouders zijn een avondje opgerot, vanavond koken met me meisjes	80121823	0	koken meisjes	WW(inf,vrij,zonder) N(soort,mv,dim)	0.5			
21155628052	vanavond	2010-08-14 15:00:00	@BistroSharlot Ik mag vanavond niet mee :-( Verwen ze maar niet te veel, behalve hubbie dan natuurlijk :-)	78334949	1						
21159966994	vanavond	2010-08-14 16:00:00	Pffff bijn de hele dag bezig geweest om verjaardags boodschappen te doen!! Vanavond taart maken en hapjes....mmmm	118091411	0	taart maken hapjes	WW(pv,tgw,mv) N(soort,mv,dim) LET()	1			
21159981016	vanavond	2010-08-14 16:00:00	@iDutchman nog steeds. Uit vanavond?	164743388	1						
21159982569	vanavond	2010-08-14 16:00:00	@jooshuaaa93 was bielie er? Ik ben er vanavond niet eeens	166709349	1						
21159983618	vanavond	2010-08-14 16:00:00	wat ga ik vanavond doen? ;s	137328869	1						
21159990988	vanavond	2010-08-14 16:00:00	@LDriessen jaa helaas moet ik vanavond gwn aan de bak :(	39824849	0	ldriessen jaa gwn bak	N(soort,mv,basis) WW(pv,tgw,ev) WW(vd,vrij,zonder) N(soort,ev,basis,zijd,stan)	0			
21164160850	vanavond	2010-08-14 17:00:00	@Lindaapjoe Moet je ook patat eten, veel makkelijker! Heb je al wat te doen vanavond?	44641787	1						
21164164473	vanavond	2010-08-14 17:00:00	Vanavond en vannacht traingen voor de 24-uursrace op de #MicpointSwitch2day. Naast ausdaurer gaat het ook om oefenen van routines.	117823150	0	uursrace micpointswitch	N(soort,ev,basis,zijd,stan) ADJ(vrij,basis,zonder)	0			
21164170139	vanavond	2010-08-14 17:00:00	Tjezus! Wat zie ik er weer lekker uit, man. De meisje gaan vanavond en vannacht weer spontaan druppelen tussen hun benen als ze mij zien.	45799244	1						
21164174922	vanavond	2010-08-14 17:00:00	Vanavond een mooie avond tegemoet zien heropening van Harders Plaza heb er zin in	108062319	1						
21164188004	vanavond	2010-08-14 17:00:00	Lekker genieten van het weekend, vanavond nog wat doen?	136964958	1						
21167986588	vanavond	2010-08-14 18:00:00	Weeeeekend! Vanavond 'feestje' met @AronKnieriem, @timxcore en mijn lieve man @thomxc.	22282723	0	feestje aronknieriem	N(soort,ev,dim,onz,stan) ADJ(vrij,basis,zonder)	0			
21167989694	vanavond	2010-08-14 18:00:00	Ik wil sex vanavond =$	90512844	0	ik sex	VNW(pers,pron,nomin,vol,1,ev) N(soort,ev,basis,zijd,stan)	0.25			
21167996489	vanavond	2010-08-14 18:00:00	En Bodnath (zie foto) Heel bekend Vanavond afscheidsetentje met de groep gehad Was erg gezellig Morgenochtend nog een laatste tempel en dan	169186467	1						
21168012610	vanavond	2010-08-14 18:00:00	@etienne_91 Reageer toch gewoon op mn mailtjes! Gosh, k ben allang niet meer kwaad. hopelijk heb je nog tijd voor me. havefun vanavond.	116238287	1						
21168022531	vanavond	2010-08-14 18:00:00	Vanavond flash maar is op z'n kop zetten! Rob, ik zet een vodkatjes voor je klaar;)	169428358	0	kop zetten	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	0			
21218357261	vanavond	2010-08-15 09:00:00	@TessBijl Vanmiddag gaan we weer rijde, Dus vanavond zijn we denk thuis! ^^	142200259	1						
21218385233	vanavond	2010-08-15 09:01:00	Vanavond the Gotan Project op het Paleizenplein (tenminste als de weergoden het toelaten).	31674804	1						
21218447114	vanavond	2010-08-15 09:02:00	zometeen werken geen zin in :( maarja het zal wel moeten.. van8 kut geslapen.. vanavond die ene boy zien??:$	114881229	1						
21218466859	vanavond	2010-08-15 09:03:00	Vanavond goochelshow van Magic Hamid. Nu al legendarisch #vakantie #landal	1009711	1						
21218473678	vanavond	2010-08-15 09:03:00	@DeBakkerij Wouter en Poul hadden wel wat ideeen hierover. Poul is nu op reis maar Wouter komt vanavond wel ff langs. Anja	176129081	1						
21220836748	vanavond	2010-08-15 10:00:00	Vanavond op TV: ... Check aanvangstijden op http://mrmovie.nl	6614062	1						
21220871080	vanavond	2010-08-15 10:00:00	Ahh, wat een gezellige avond gister... Hopelijk vanavond weer	92583231	1						
21220879362	vanavond	2010-08-15 10:00:00	Nou, ik ga weer naar kortgene. Vanavond hoop ik nog naar de kermis (=	145328689	1						
21220880464	vanavond	2010-08-15 10:00:00	"Komen jullie vanavond allemaal naar Felix 2 in Hilversum om\
@SandyDane te zien spelen? Het is gratis en ze begint al lekker vroeg! (7uur)"	26974763	1						
